# Source: mahavivo/english-wordlists CET4_edited.txt parsed from cached GitHub page.
# Fallbacks: previous generated phonetics plus six manual abbreviations/derived forms.
# Format: word<TAB>phonetic
a	/ə/
traditional	/trəˈdi∫ən(ə)l/
traffic	/ˈtræfik/
tragedy	/ˈtrædʒidi/
trail	/treil/
train	/trein/
training	/ˈtreiniŋ/
traitor	/ˈtreitə/
tram	/træm/
tramp	/træmp/
transfer	/trænsˈfəː/
transform	/trænsˈfɔːm/
transformation	/ˌtrænsfəˈmei∫ən/
transformer	/trænsˈfɔːmə(r)/
transistor	/trænˈsistə/
translate	/trænsˈleit/
translation	/trænsˈlei∫ən/
transmission	/trænzˈmi∫ən/
transmit	/trænzˈmit/
transparent	/trænsˈpeərənt/
transport	/trænsˈpɔːt/
transportation	/ˌtrænspɔːˈtei∫ən/
trap	/træp/
travel	/ˈtrævl/
tray	/trei/
treason	/ˈtriːzn/
treasure	/ˈtreʒə/
treat	/triːt/
treatment	/ˈtriːtmənt/
treaty	/ˈtriːti/
tree	/triː/
tremble	/ˈtrembl/
tremendous	/triˈmendəs/
trend	/trend/
trial	/ˈtraiəl/
triangle	/ˈtraiæŋgl/
tribe	/traib/
trick	/trik/
trifle	/ˈtraifl/
trim	/trim/
trip	/trip/
triumph	/ˈtraiəmf/
troop	/truːp/
tropical	/ˈtrɔpikl/
trouble	/ˈtrʌbl/
troublesome	/ˈtrʌblsəm/
trousers	/ˈtrauzəz/
truck	/trʌk/
true	/truː/
truly	/truːli/
trumpet	/ˈtrʌmpit/
trunk	/trʌŋk/
trust	/trʌst/
truth	/truːθ/
try	/trai/
tub	/tʌb/
tube	/ˈtjuːb/
tuck	/tʌk/
Tuesday	/ˈtjuːzdi/
tuition	/tjuːˈi∫ən/
tumble	/ˈtʌmbl/
tune	/tjuːn/
tunnel	/ˈtʌnl/
turbine	/ˈtəːbain/
turbulent	/ˈtəːbjulənt/
turkey	/ˈtəːki/
turn	/təːn/
turning	/ˈtəːniŋ/
turnip	/ˈtəːnip/
tutor	/ˈtjuːtə/
twelfth	/twelfθ/
twelve	/twelv/
twentieth	/ˈtwentiiθ/
twenty	/ˈtwenti/
twice	/twais/
twin	/twin/
twinkle	/ˈtwiŋkl/
twist	/twist/
two	/tuː/
type	/taip/
typewriter	/ˈtaipraitə/
typhoon	/taiˈfuːn/
typical	/ˈtipikəl/
typist	/ˈtaipist/
tyre	/ˈtaiə/
ugly	/ˈʌgli/
ultimate	/ˈʌltimit/
ultimately	/ˈʌltimətli/
umbrella	/ʌmˈbrelə/
unable	/ˈʌnˈeibl/
unbearable	/ʌnˈbeərəbl/
uncertain	/ʌnˈsəːtn/
uncle	/ˈʌŋkl/
uncomfortable	/ʌnˈkʌmfətəbl/
unconscious	/ʌnˈkɔn∫əs/
uncover	/ʌnˈkʌvə/
under	/ˈʌndə/
undergo	/ˌʌndəˈgəu/
undergraduate	/ˌʌndəˈgrædjuit/
underground	/ˈʌndəgraund/
underline	/ˌʌndəˈlain/
underneath	/ˌʌndəˈniːθ/
understand	/ˌʌndəˈstænd/
understanding	/ˌʌndəˈstændiŋ/
undertake	/ˌʌndəˈteik/
undertaking	/ˌʌndəˈteikiŋ/
undo	/ˈʌnˈduː/
undoubtedly	/ʌnˈdautidli/
uneasy	/ʌnˈiːzi/
unexpected	/ˈʌniksˈpektid/
unfair	/ˈʌnˈfeə/
unfortunate	/ʌnˈfɔːt∫ənit/
unfortunately	/ʌnˈfɔːtjunətli/
unhappy	/ʌnˈhæpi/
uniform	/ˈjuːnifɔːm/
union	/ˈjuːnjən/
unique	/juːˈniːk/
unit	/ˈjuːnit/
unite	/ju(ː)ˈnait/
unity	/ˈjuːniti/
universal	/ˌjuːniˈvəːsəl/
universe	/ˈjuːnivəːs/
university	/ˌjuːniˈvəːsiti/
unjust	/ˈʌnˈdʒʌst/
unkind	/ʌnˈkaind/
unknown	/ˈʌnˈnəun/
unless	/ʌnˈles/
unlike	/ˈʌnˈlaik/
unlikely	/ʌnˈlaikli/
unload	/ˈʌnˈləud/
unlucky	/ʌnˈlʌki/
unnecessary	/ʌnˈnesisəri/
unpleasant	/ʌnˈpleznt/
unsatisfactory	/ˈʌnsætisˈfæktəri/
unstable	/ˈʌnˈsteibl/
unsuitable	/ʌnˈsuːtəb(ə)l/
until	/ʌnˈtil/
unusual	/ʌnˈjuːʒuəl/
unusually	/ʌnˈjuːʒəli/
unwilling	/ˈʌnˈwiliŋ/
up	/ʌp/
upon	/əˈpɔn/
upper	/ˈʌpə/
upright	/ˈʌpˈrait/
upset	/ʌpˈset/
upside-down	/ˈʌpsaidˈdaun/
upstairs	/ˈʌpˈsteəz/
up-to-date	/ˈʌptəˈdeit/
upward	/ˈʌpwəd/
upwards	/ˈʌpwədz/
urge	/əːdʒ/
urgent	/ˈəːdʒənt/
us	/ʌs/
usage	/ˈjuːsidʒ/
use	/juːs/
used	/juːst/
useful	/ˈjuːsful/
useless	/ˈjuːslis/
user	/ˈjuːzə/
usual	/ˈjuːʒuəl/
usually	/ˈjuːʒuəli/
utility	/juːˈtiliti/
utilize	/juːˈtilaiz/
utmost	/ˈʌtməust/
utter	/ˈʌtə/
vacant	/ˈveikənt/
vacation	/veiˈkei∫ən/
vacuum	/ˈvækjuəm/
vague	/veig/
vain	/vein/
valid	/ˈvælid/
valley	/ˈvæli/
valuable	/ˈvæljuəbl/
value	/ˈvæljuː/
van	/væn/
vanish	/ˈvæni∫/
vanity	/ˈvæniti/
vapour	/ˈveipə/
variable	/ˈveəriəbl/
variation	/ˌveəriˈei∫ən/
variety	/vəˈraiəti/
various	/ˈveəriəs/
vary	/ˈveəri/
vase	/veis/
vast	/vɑːst/
vegetable	/ˈvedʒitəbl/
vehicle	/ˈviːikl/
veil	/veil/
velocity	/viˈlɔsiti/
velvet	/ˈvelvit/
venture	/ˈvent∫ə/
verb	/vəːb/
verify	/ˈverifai/
version	/ˈvəː∫(ə)n; (US) ˈvərʒn/
vertical	/ˈvəːtik(ə)l/
very	/ˈveri/
vessel	/ˈvesl/
vest	/vest/
veteran	/ˈvetərən/
vex	/veks/
via	/ˈvaiə/
vibrate	/vaiˈbreit/
vibration	/vaiˈbrei∫ən/
vice	/vais/
victim	/ˈviktim/
victorious	/vikˈtɔːriəs/
victory	/ˈviktəri/
video	/ˈvidiəu/
view	/vjuː/
viewpoint	/ˈvjuːˌpɔint/
vigorous	/ˈvigərəs/
village	/ˈvilidʒ/
vine	/vain/
vinegar	/ˈvinigə/
violence	/ˈvaiələns/
violent	/ˈvaiələnt/
violet	/ˈvaiəlit/
violin	/ˌvaiəˈlin/
virtually	/ˈvəːtjuəli/
virtue	/ˈvəːtjuː/
visible	/ˈvizəbl/
vision	/ˈviʒən/
visit	/ˈvizit/
visitor	/ˈvizitə/
visual	/ˈvizjuəl/
vital	/ˈvaitl/
vitamin	/ˈvaitəmin/
vivid	/ˈvivid/
vocabulary	/vəˈkæbjuləri/
voice	/vɔis/
volcano	/vɔlˈkeinəu/
volleyball	/ˈvɔlibɔːl/
volt	/vəult/
voltage	/ˈvəultidʒ/
volume	/ˈvɔljuːm/
voluntary	/ˈvɔləntəri; (US) -teri/
vote	/vəut/
voyage	/ˈvɔiidʒ/
wage	/weidʒ/
waggon	/ˈwægən/
waist	/weist/
wait	/weit/
waiter	/ˈweitə/
wake	/weik/
waken	/ˈweikən/
walk	/wɔːk/
wall	/wɔːl/
wallet	/ˈwɔlit/
wander	/ˈwɔndə/
want	/wɔnt/
war	/wɔː/
warm	/wɔːm/
warmth	/wɔːmθ/
warn	/wɔːn/
wash	/wɔ∫/
waste	/weist/
watch	/wɔt∫/
water	/ˈwɔːtə/
waterfall	/ˈwɔːtəfɔːl/
waterproof	/ˈwɔːtəpruːf/
wave	/weiv/
wavelength	/ˈweivleŋθ/
wax	/wæks/
way	/wei/
we	/wiː/
weak	/wiːk/
weaken	/ˈwiːkən/
weakness	/ˈwiːknis/
wealth	/welθ/
wealthy	/ˈwelθi/
weapon	/ˈwepən/
wear	/wiə/
weary	/ˈwiəri/
weather	/ˈweðə/
weave	/wiːv/
wedding	/ˈwediŋ/
Wednesday	/ˈwenzdei/
weed	/wiːd/
week	/wiːk/
weekday	/ˈwiːkdei/
weekend	/wiːkˈend/
weekly	/ˈwiːkli/
weep	/wiːp/
weigh	/wei/
weight	/weit/
welcome	/ˈwelkəm/
weld	/weld/
welfare	/ˈwelfeə/
well	/wel/
well-known	/wˈɛlnˈoʊn/
west	/west/
western	/ˈwestən/
westward	/ˈwestwəd/
wet	/wet/
what	/(h)wɔt/
whatever	/wɔtˈevə/
wheat	/wiːt/
wheel	/wiːl/
when	/(h)wen/
whenever	/(h)wenˈevə/
where	/(h)weə/
wherever	/(h)weərˈevə/
whether	/ˈ(h)weðə/
which	/(h)wit∫/
whichever	/(h)wit∫ˈevə/
while	/(h)wail/
whilst	/wailst/
whip	/(h)wip/
whirl	/(h)wəːl/
whisky	/ˈ(h)wiski/
whisper	/ˈ(h)wispə/
whistle	/(h)wisl/
white	/(h)wait/
whitewash	/ˈ(h)waitwɔ∫/
who	/huː/
whoever	/huːˈevə(r)/
whole	/həul/
wholly	/ˈhəuli/
whom	/huːm/
whose	/huːz/
why	/(h)wai/
wicked	/ˈwikid/
wide	/waid/
widely	/ˈwaidli/
widen	/ˈwaidn/
widespread	/ˈwaidspred/
widow	/ˈwidəu/
width	/widθ/
wife	/waif/
wild	/waild/
will	/wil/
willing	/ˈwiliŋ/
win	/win/
wind	/waind/
window	/ˈwindəu/
wine	/wain/
wing	/wiŋ/
winner	/ˈwinə/
winter	/ˈwintə/
wipe	/waip/
wire	/ˈwaiə/
wireless	/ˈwaiəlis/
wisdom	/ˈwizdəm/
wise	/waiz/
wish	/wi∫/
wit	/wit/
with	/wið/
withdraw	/wiðˈdrɔː/
within	/wiˈðin/
without	/wiðˈaut/
withstand	/wiðˈstænd/
witness	/ˈwitnis/
wolf	/wulf/
woman	/ˈwumən/
wonder	/ˈwʌndə/
wonderful	/ˈwʌndəful/
wood	/wud/
wooden	/ˈwudn/
wool	/wul/
woollen	/ˈwulin/
word	/wəːd/
work	/wəːk/
worker	/ˈwəːkə/
workman	/ˈwəːkmən/
workshop	/ˈwəːk∫ɔp/
world	/wəːld/
world-wide	/ˈwəːldwaid/
worm	/wəːm/
worry	/ˈwʌri/
worse	/wəːs/
worship	/ˈwəː∫ip/
worst	/wəːst/
worth	/wəːθ/
worthless	/ˈwəːθlis/
worthwhile	/ˈwəːðˈ(h)wail/
worthy	/ˈwəːði/
would	/wud/
wound	/wuːnd/
wrap	/ræp/
wreath	/riːθ/
wreck	/rek/
wrist	/rist/
write	/rait/
writer	/ˈraitə/
writing	/ˈraitiŋ/
wrong	/rɔŋ/
X-ray	/ˈeksˈrei/
yard	/jˈɑrd/
yawn	/jɔːn/
year	/jəː/
yearly	/ˈjəːli/
yell	/jel/
yellow	/ˈjeləu/
yes	/jes/
yesterday	/ˈjestədi/
yet	/jet/
yield	/jiːld/
you	/juː/
young	/jʌŋ/
your	/jɔː/
yours	/jɔːz/
yourself	/jɔːˈself/
youth	/juːθ/
youthful	/ˈjuːθful/
zeal	/ziːl/
zealous	/ˈzeləs/
zebra	/ˈziːbrə/
zero	/ˈziərəu/
zone	/zəun/
zoo	/zuː/
